,N,k1,k2,theta,intercept,coefs,accuracy,auroc,aupr,process_time,wall_time,size_G,size_H,avg_G,avg_H,avg_R_G,avg_R_H
828,1000,30.0,10.0,0.8,0.0,2.0188209032357465,0.7731796752226296,0.5415422745451473,0.7668248187678248,0.12148455999999896,0.12148571014404297,14448.0,4443.0,28.896,8.886,30.628,14.79
829,1000,30.0,10.0,0.9,0.0,1.7504980329157915,0.7506561679790026,0.5277592933382407,0.730067442371275,0.12060370900002226,0.1206047534942627,14448.0,4443.0,28.896,8.886,29.846,11.746
830,1000,30.0,10.0,,,,,,,,,,,,,,
831,1000,30.0,10.0,0.1,0.0,14.273908399692685,0.7246437804364817,0.509079692299891,0.7774799018748841,0.09827121099999658,0.09827280044555664,14254.0,4259.0,28.508,8.518,36.122,34.17
832,1000,30.0,10.0,0.2,0.0,10.208139688752432,0.7615696887686062,0.520065860957347,0.7759174382561147,0.09529480999998441,0.09529590606689453,14254.0,4259.0,28.508,8.518,35.368,31.218
833,1000,30.0,10.0,0.30000000000000004,0.0,6.575723846845246,0.7680248350795499,0.5259755406948792,0.7795686976164569,0.09374977299995635,0.0937509536743164,14254.0,4259.0,28.508,8.518,34.454,28.342
834,1000,30.0,10.0,0.4,0.0,4.743535558744502,0.7703081232492998,0.5269646941764964,0.7765699841705868,0.09502702999998291,0.09502792358398438,14254.0,4259.0,28.508,8.518,33.598,25.562
835,1000,30.0,10.0,0.5,0.0,3.6868616084742243,0.7703385276732939,0.5282721339369276,0.7718770979778337,0.09443345699997963,0.09443402290344238,14254.0,4259.0,28.508,8.518,32.782,22.854
836,1000,30.0,10.0,0.6000000000000001,0.0,2.9420170548367968,0.7689636752136753,0.5230634131552583,0.7672000829850876,0.09605059000000438,0.09605145454406738,14254.0,4259.0,28.508,8.518,31.968,20.034
837,1000,30.0,10.0,0.7000000000000001,0.0,2.40549379702124,0.7653133903133903,0.5164341356497817,0.7507650357727081,0.11561022600000115,0.11561131477355957,14254.0,4259.0,28.508,8.518,31.144,17.114
838,1000,30.0,10.0,0.8,0.0,2.0162147082443744,0.7707605482397205,0.5294883837665406,0.7588827901040853,0.11939428799996676,0.11939525604248047,14254.0,4259.0,28.508,8.518,30.214,14.254
839,1000,30.0,10.0,0.9,0.0,1.73710306150638,0.7669902912621359,0.5202839310829818,0.743902732261961,0.1200929199999905,0.12009429931640625,14254.0,4259.0,28.508,8.518,29.372,11.362
840,1000,30.0,10.0,,,,,,,,,,,,,,
841,1000,30.0,10.0,0.1,0.0,14.302082232553168,0.7267928858290305,0.5343037402562589,0.7841159578705961,0.1374149829999851,0.13741660118103027,14753.0,4551.0,29.506,9.102,37.72,35.748
842,1000,30.0,10.0,0.2,0.0,10.30353859192372,0.7590197853355748,0.553398978787148,0.7902119809309089,0.09909292600002573,0.09909391403198242,14753.0,4551.0,29.506,9.102,36.83,32.71
843,1000,30.0,10.0,0.30000000000000004,0.0,6.939792834605592,0.7633974453090588,0.5484633607171895,0.7844623923066407,0.10084442799995941,0.1008453369140625,14753.0,4551.0,29.506,9.102,35.94,29.912
844,1000,30.0,10.0,0.4,0.0,4.933161424219343,0.7616826466269327,0.553901365890329,0.7810275697120415,0.09709543200000326,0.09709644317626953,14753.0,4551.0,29.506,9.102,35.02,26.742
845,1000,30.0,10.0,0.5,0.0,3.7759443163979034,0.7631524654425418,0.554630233782837,0.783194254074336,0.09802197999999862,0.0980226993560791,14753.0,4551.0,29.506,9.102,34.092,23.904
846,1000,30.0,10.0,0.6000000000000001,0.0,2.969516346352937,0.7678777763512646,0.5613965176460152,0.7865821367731791,0.09714061300002186,0.09714150428771973,14753.0,4551.0,29.506,9.102,33.126,21.06
847,1000,30.0,10.0,0.7000000000000001,0.0,2.423414735411711,0.7679003804911795,0.5669191222389646,0.7832169620003324,0.11953890900002762,0.11954045295715332,14753.0,4551.0,29.506,9.102,32.192,17.98
848,1000,30.0,10.0,0.8,0.0,2.0377263174556686,0.7598958333333333,0.5716722263790166,0.7759682168054085,0.12335182499998609,0.1233527660369873,14753.0,4551.0,29.506,9.102,31.354,14.934
849,1000,30.0,10.0,0.9,0.0,1.7653707385492179,0.7733199598796389,0.5558900921685433,0.7679191160747217,0.11830955099998164,0.11831045150756836,14753.0,4551.0,29.506,9.102,30.41,12.186
850,1000,30.0,15.0,,,,,,,,,,,,,,
