,T2,theta,dim,intercept,coefs,accuracy,auroc,aupr
375,4.0,0.14,19,1.1031488165668675,[-85.30033096 119.7940022 ],0.6880933007865473,0.7615532804154337,0.7608991471525391
376,4.0,0.14,28,-1.2508928677330025,[-61.17940388  79.48924768],0.7070789259560618,0.7906513574335761,0.7863137392947781
377,4.0,0.14,37,-4.203510544642622,[-265.19405426  268.52445505],0.7447789530783835,0.8188328460555214,0.8252333489684603
378,4.0,0.14,46,-0.5912016007832244,[-159.5597421   119.87039012],0.7618660157309466,0.8393061646528205,0.8391612511408658
379,4.0,0.14,55,-13.858149676234461,[-268.84280714  221.41698435],0.7534580960130187,0.8419080692734853,0.8440569873956119
380,4.0,0.14,64,-7.856247656545673,[-163.78487696  132.95534463],0.7789530783835096,0.8654267270702835,0.8653273696474358
381,4.0,0.14,73,-1.6908344027561257,[-65.19222138  50.12045493],0.7903444534852183,0.8743900199854523,0.8738607875104245
382,4.0,0.14,82,-0.9215574559324218,[-60.41257482  42.58321884],0.7987523732031462,0.8864448493322882,0.8871174677049445
383,4.0,0.14,91,-1.3942750535113415,[-63.04753503  39.26180491],0.8133984269053431,0.8963498890089427,0.8979083544344384
384,4.0,0.14,100,-2.56376063473585,[-81.56615013  47.28934917],0.8155682126390019,0.901942696600119,0.904831012822422
385,4.0,0.22999999999999998,10,-0.034506082948366754,[-20.24826588  23.86933216],0.6814024390243902,0.7534427963147438,0.7318218201159726
386,4.0,0.22999999999999998,19,-0.4343443264403968,[-26.88439608  25.76850092],0.7469512195121951,0.8263194550574477,0.805400936234357
387,4.0,0.22999999999999998,28,-0.245068279690543,[-35.0729253   30.59027154],0.7932926829268293,0.8678691307922364,0.8507688248952943
388,4.0,0.22999999999999998,37,0.046221680474769974,[-31.04558548  26.19128892],0.7987804878048781,0.8813469323555364,0.8673953889861634
389,4.0,0.22999999999999998,46,-0.08384979165022746,[-28.46944166  25.39596942],0.8198170731707317,0.9006154364445019,0.8883098231728335
390,4.0,0.22999999999999998,55,-0.2886619341517979,[-26.0039597   22.41056391],0.8338414634146342,0.9118625551302918,0.8997917653207091
391,4.0,0.22999999999999998,64,0.12417530649060893,[-38.37449021  29.81191962],0.8442073170731708,0.9207759905789996,0.9095542248043214
392,4.0,0.22999999999999998,73,0.40426859355743067,[-42.73268577  32.46046592],0.8463414634146341,0.9306266549313189,0.9211082958415581
393,4.0,0.22999999999999998,82,1.1306952352766761,[-62.14573308  36.5940441 ],0.8640243902439024,0.9392379683866983,0.9320322624912476
394,4.0,0.22999999999999998,91,1.1008076622773406,[-64.17659293  30.15881833],0.8719512195121951,0.9443459681680548,0.9388207149834344
395,4.0,0.22999999999999998,100,0.2822310230470682,[-58.1425668   23.86206936],0.874390243902439,0.9478609948793575,0.9450221891146671
396,4.0,0.32,10,-0.1268048525096129,[-13.83250004  14.54963724],0.7082056520258767,0.77665171468464,0.7527600429226642
397,4.0,0.32,19,-0.2549388967052761,[-17.06052451  15.8273135 ],0.7572352740892067,0.8276849785925344,0.8130112353257488
398,4.0,0.32,28,-0.0694398576511429,[-21.20095723  16.06400037],0.7885597548518897,0.8597753027892328,0.8464344902311522
399,4.0,0.32,37,-0.13326525525140115,[-25.18091046  16.89004849],0.8120531154239019,0.8870196076612287,0.8731774703744047
400,4.0,0.32,46,-0.000854710013065231,[-25.45299195  15.61650193],0.8205652025876745,0.9025252923522235,0.8910537203754203
401,4.0,0.32,55,-0.057347531807929474,[-26.70520354  16.50008322],0.8318011576438543,0.9128583952982433,0.903772855199004
402,4.0,0.32,64,-0.3722488057595673,[-29.02469005  16.04412124],0.8525706503234594,0.9238418398823633,0.9149506833721942
403,4.0,0.32,73,-0.4823117747321149,[-30.90578024  15.84004918],0.8590398365679265,0.9326794353809972,0.9249130545156209
404,4.0,0.32,82,-0.3620257262305733,[-30.49387241  14.78428804],0.8682328907048008,0.9404742576967144,0.9338005947457181
405,4.0,0.32,91,-0.40030668444772277,[-29.09304922  13.43292148],0.8712972420837589,0.9459163462118296,0.9413360653922845
406,4.0,0.32,100,-0.32249550713670155,[-27.74418196  11.94311088],0.8791283622744297,0.9524039911123068,0.9486311412927991
407,4.0,0.41,10,-0.19714615244783318,[-11.27111494  12.58512899],0.7066147859922179,0.783936531007752,0.7704202813326797
408,4.0,0.41,19,-0.05548550274925546,[-14.60705562  13.40190024],0.766147859922179,0.845170784883721,0.8362198144343838
409,4.0,0.41,28,-0.06652100225301827,[-17.87794932  14.94507208],0.7871595330739299,0.8727888808139534,0.8648650653624743
410,4.0,0.41,37,-0.12896149881136557,[-22.39562446  16.33555116],0.8124513618677043,0.8948031734496124,0.8863842856412522
411,4.0,0.41,46,-0.15680359574180613,[-22.62340393  15.45525903],0.8280155642023346,0.9094718992248062,0.9031377781841615
412,4.0,0.41,55,-0.20154950935904883,[-22.63251623  14.88502987],0.8408560311284047,0.9212536337209304,0.9145988302201483
413,4.0,0.41,64,-0.14616821948179234,[-21.91419922  12.69874925],0.8607003891050584,0.9373092296511628,0.9326178210131323
414,4.0,0.41,73,-0.24151488550077493,[-21.85896973  11.2263182 ],0.8719844357976654,0.9459835271317829,0.9422039933363344
415,4.0,0.41,82,-0.13033806572935375,[-22.44997306  10.58904395],0.8770428015564202,0.9521420784883721,0.947918165002886
416,4.0,0.41,91,-0.11732590424636849,[-23.01599217   9.60082764],0.8891050583657587,0.9584780765503875,0.9552788176838348
417,4.0,0.41,100,-0.08304675581066623,[-21.83676562   7.76063375],0.8964980544747082,0.9636234253875968,0.9613917185287987
418,4.0,0.49999999999999994,10,0.2955812638985113,[-11.95396876   9.53869622],0.713536701620591,0.7924456629901282,0.7768101809087934
419,4.0,0.49999999999999994,19,0.012268721084366026,[-13.12024959  10.50435152],0.7554814108674929,0.8325319588041087,0.8205180827993772
420,4.0,0.49999999999999994,28,-0.015576863970023832,[-14.53633932  10.74700453],0.7764537654909438,0.8590522909375763,0.848455854401541
421,4.0,0.49999999999999994,37,-0.008148175784713624,[-16.22713852  10.85149144],0.7969494756911344,0.8804335873922325,0.8711325831286495
422,4.0,0.49999999999999994,46,-0.09216623095366124,[-18.29941441  11.42346257],0.8136320305052431,0.900040076299458,0.8940128639839606
423,4.0,0.49999999999999994,55,-0.14832412069470724,[-18.21909624  10.79195465],0.8265014299332698,0.9119748164532748,0.9074642170183772
424,4.0,0.49999999999999994,64,-0.1414363818330791,[-17.5512925   10.15117409],0.8388941849380362,0.9227336216524702,0.9200885299354543
425,4.0,0.49999999999999994,73,-0.05407234969878027,[-17.19773594   9.82494913],0.847950428979981,0.9327263424878749,0.9304429635468695
426,4.0,0.49999999999999994,82,-0.08422040088165902,[-18.29868451   9.83647462],0.8632030505243089,0.9420065957773576,0.9407790822543033
427,4.0,0.49999999999999994,91,-0.059954237746738574,[-18.96910755   9.41708451],0.8684461391801716,0.9481270918510615,0.9473096144056554
428,4.0,0.49999999999999994,100,-0.06112444116422593,[-21.1544021    9.71463676],0.8775023832221163,0.9544466062826188,0.9546292923281331
429,4.0,0.5900000000000001,10,-0.5185423930135771,[-13.4000776    8.06607454],0.7300785634118967,0.813762386841127,0.8163445626114271
430,4.0,0.5900000000000001,19,-0.3782163029081843,[-14.64775102   8.90465387],0.7648709315375982,0.855990726799675,0.8571884086407426
431,4.0,0.5900000000000001,28,-0.3594226147495707,[-16.41906957   9.88439883],0.7901234567901234,0.8799082759533063,0.8818580297090545
432,4.0,0.5900000000000001,37,-0.37163932846876935,[-16.84782661  10.1175518 ],0.8035914702581369,0.898741944222204,0.8987556085882753
433,4.0,0.5900000000000001,46,-0.454932281559754,[-18.83788496  10.74924881],0.824354657687991,0.9146752174981259,0.9155913875207733
434,4.0,0.5900000000000001,55,-0.4020197761468466,[-19.19290183  10.34830108],0.8383838383838383,0.9269886667884614,0.9288971947738855
435,4.0,0.5900000000000001,64,-0.39972857394663985,[-19.38496617   9.69717623],0.8569023569023569,0.9392932964589226,0.9411655526819451
436,4.0,0.5900000000000001,73,-0.32484475279544,[-19.94761882   9.4516337 ],0.8658810325476992,0.9476694154481942,0.9492724291637096
437,4.0,0.5900000000000001,82,-0.25918202400684515,[-19.87494261   8.48285395],0.8742985409652076,0.9537877117496236,0.9557578941228511
438,4.0,0.5900000000000001,91,-0.21142971504142724,[-20.36325737   7.58195411],0.8911335578002245,0.9613221870137397,0.9630351491645608
439,4.0,0.5900000000000001,100,-0.168312762248442,[-20.77442415   6.87846042],0.8956228956228957,0.9676534141378508,0.9693176296321118
440,4.0,0.68,10,-0.08451427718983257,[-11.61495796   6.49479729],0.7144846796657381,0.8008871642788198,0.7698053559363353
441,4.0,0.68,19,-0.060602630650917755,[-12.89269596   7.54710092],0.7458217270194986,0.8444898902503211,0.8324044045229003
442,4.0,0.68,28,-0.05967925796593641,[-13.61901401   8.14399212],0.7632311977715878,0.8673681634650678,0.8617782102284911
443,4.0,0.68,37,0.09201302515541072,[-14.0612408    8.43247169],0.7785515320334262,0.8839092715270374,0.8793670650728517
444,4.0,0.68,46,0.10216042271930492,[-14.40191769   8.2605147 ],0.8022284122562674,0.9004329004329005,0.8968901429372836
445,4.0,0.68,55,0.09016448970617384,[-16.17137548   8.02692856],0.8133704735376045,0.9171740477258645,0.9150647183223731
446,4.0,0.68,64,-0.017190375973053743,[-17.43827989   7.74629216],0.841225626740947,0.9290346262082467,0.9271476519934673
447,4.0,0.68,73,-0.08195931251237487,[-18.08376719   7.29425836],0.8579387186629527,0.9410641698663234,0.9386270499023701
448,4.0,0.68,82,-0.22846291063259594,[-19.32094888   6.98255435],0.8746518105849582,0.9509534879656009,0.9490114953605489
449,4.0,0.68,91,-0.18053699887139282,[-19.63416353   6.39570601],0.8767409470752089,0.9575237085331298,0.9557931543069764
450,4.0,0.68,100,-0.2220079722943775,[-19.37104785   5.64872899],0.887883008356546,0.9637190983086005,0.9622999521915715
451,4.0,0.77,10,0.4585771887026954,[-11.09622204   4.07936598],0.7,0.7593352170874731,0.6986576601539577
452,4.0,0.77,19,0.24860910200406497,[-12.28868361   5.30917352],0.74375,0.8259089981813525,0.7976826652636284
453,4.0,0.77,28,0.35949897168250206,[-14.30250751   6.28778051],0.7875,0.8605370869521813,0.8488176680908883
454,4.0,0.77,37,0.38072205490211875,[-16.43811372   7.36243381],0.7989583333333333,0.8839103958053918,0.8840795775934023
455,4.0,0.77,46,0.475074340747583,[-17.81733832   7.5189083 ],0.8104166666666667,0.9016628253707827,0.9041765781899611
456,4.0,0.77,55,0.4029821937896615,[-17.03897938   6.87962646],0.81875,0.9171538818790665,0.9192962738877573
457,4.0,0.77,64,0.3075282973378192,[-16.80578534   6.61191541],0.8416666666666667,0.9280874686945236,0.9296840971038597
458,4.0,0.77,73,0.28257345437312575,[-16.12363836   5.94172906],0.859375,0.9367206184269351,0.9390207904229781
459,4.0,0.77,82,0.3030002948672637,[-17.00657388   5.74591528],0.8697916666666666,0.9467687539877859,0.9479638399309922
460,4.0,0.77,91,0.1631948756283176,[-17.06722595   5.13822703],0.8864583333333333,0.955406244167524,0.9564653321672263
461,4.0,0.77,100,0.14468650599853813,[-18.02341498   4.8931975 ],0.8875,0.9616608287650126,0.962958320201081
462,4.0,0.86,10,-0.5139644590965539,[-10.618653     2.88678489],0.7167721518987342,0.794963415001355,0.7264517123333554
463,4.0,0.86,19,-0.4141517200438401,[-12.0308132    3.18164793],0.754746835443038,0.8287480804167378,0.7905460868827212
464,4.0,0.86,28,-0.14856204758739283,[-12.52475601   3.74728033],0.7800632911392406,0.8548744868565005,0.8411357565062871
465,4.0,0.86,37,-0.10867715442798824,[-14.20290827   4.48791636],0.7943037974683544,0.8798466340797543,0.868771294997656
466,4.0,0.86,46,-0.05313551221286369,[-15.80261117   4.75572953],0.8117088607594937,0.9007337073802331,0.8862206225407192
467,4.0,0.86,55,-0.07088850166000436,[-17.39364712   5.16926161],0.8306962025316456,0.9157591512681795,0.9035334293684879
468,4.0,0.86,64,-0.17032496148142406,[-18.3213631    5.21016206],0.8512658227848101,0.9317481506759944,0.9232785402637465
469,4.0,0.86,73,-0.1404761141221411,[-18.46218617   5.1285561 ],0.8591772151898734,0.9414439280946694,0.9358193025139322
470,4.0,0.86,82,-0.15304554131604475,[-18.02097057   5.01283307],0.875,0.9489215204103141,0.9445739942138507
471,4.0,0.86,91,-0.15972442828003383,[-17.5437554    4.84627386],0.8781645569620253,0.9557567423793799,0.9523453677231675
472,4.0,0.86,100,-0.10564518532646645,[-16.65393737   4.38237656],0.8924050632911392,0.9605745199787215,0.9577922059067827
473,4.0,0.95,10,0.2337662272245225,[-8.5975261   2.05227198],0.6415094339622641,0.7053475935828877,0.6720789519977322
474,4.0,0.95,19,-0.34910963004059686,[-8.84525935  2.01354476],0.7028301886792453,0.7473262032085563,0.7198522815886866
475,4.0,0.95,28,-0.00850008453204919,[-9.58291814  2.04017733],0.7358490566037735,0.7828877005347594,0.769036866257738
476,4.0,0.95,37,-0.23463149406763376,[-9.6638752   2.05678452],0.75,0.8074866310160428,0.7920496227378397
477,4.0,0.95,46,-0.3230543594121809,[-11.28986879   2.18303864],0.75,0.837433155080214,0.8334564748625456
478,4.0,0.95,55,-0.4343839316088565,[-12.53671258   2.34107543],0.7783018867924528,0.8667557932263815,0.8661685038565441
479,4.0,0.95,64,-0.2968440112793622,[-13.81627921   2.8222292 ],0.8018867924528302,0.9023172905525847,0.9090476423186494
480,4.0,0.95,73,-0.29486866274901663,[-15.0487204    2.78887487],0.8490566037735849,0.9318181818181819,0.9375754766272556
481,4.0,0.95,82,-0.3400715868208189,[-15.54001267   2.64345398],0.8820754716981132,0.9492869875222816,0.9550947292951623
482,4.0,0.95,91,-0.2827706094425874,[-15.25468834   2.59651298],0.8679245283018868,0.9547237076648841,0.9588002397460296
483,4.0,0.95,100,-0.24128870071548086,[-14.83998405   2.56245327],0.8773584905660378,0.9683600713012478,0.9713210686381689
