,theta,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
3930,0.5800000000000001,7.350544,7.8225284,"(0, 1)",1,1,True,0.51555336,0.6158533
3931,0.5800000000000001,8.091401,7.8527575,"(99, 0)",0,0,True,0.49251625,0.44062063
3932,0.5800000000000001,6.8371634,7.5983095,"(2, 3)",1,1,True,0.52636373,0.6816025
3933,0.5800000000000001,6.1613045,7.0084977,"(3, 4)",1,1,True,0.5321643,0.699978
3934,0.5800000000000001,5.5511756,5.9620633,"(6, 5)",1,1,True,0.51784414,0.6013007
3935,0.5800000000000001,6.189125,6.835342,"(8, 7)",1,1,True,0.5248078,0.65615743
3936,0.5800000000000001,6.764103,5.056296,"(9, 10)",1,0,False,0.42776018,0.15344837
3937,0.5800000000000001,8.306565,8.45409,"(10, 11)",1,1,True,0.5044009,0.53681445
3938,0.5800000000000001,7.5269494,8.234875,"(12, 11)",1,1,True,0.522457,0.66994256
3939,0.5800000000000001,4.4794536,6.2596064,"(13, 12)",1,1,True,0.58288217,0.8557157
3940,0.5800000000000001,7.688173,7.151955,"(18, 19)",1,0,False,0.48193353,0.3690679
3941,0.5800000000000001,7.8562293,6.544666,"(19, 20)",1,0,False,0.4544624,0.21222535
3942,0.5800000000000001,8.318883,7.769583,"(21, 20)",1,0,False,0.48292875,0.3660269
3943,0.5800000000000001,8.044304,7.7028527,"(22, 21)",1,0,False,0.48915836,0.415457
3944,0.5800000000000001,7.191261,7.82116,"(23, 22)",1,1,True,0.5209792,0.6524666
3945,0.5800000000000001,7.241334,6.865619,"(29, 30)",1,0,False,0.48668334,0.40716085
3946,0.5800000000000001,6.8882713,7.8376913,"(36, 37)",1,1,True,0.5322363,0.7209985
3947,0.5800000000000001,6.06153,8.264819,"(38, 37)",1,1,True,0.57689637,0.90054446
3948,0.5800000000000001,4.4175844,7.206718,"(39, 38)",1,1,True,0.6199699,0.9420858
3949,0.5800000000000001,6.390685,5.8043475,"(40, 39)",1,0,False,0.47596,0.35747567
3950,0.5800000000000001,7.9013734,6.385579,"(42, 43)",1,0,False,0.4469518,0.18008167
3951,0.5800000000000001,7.119196,6.934079,"(46, 45)",1,0,False,0.49341378,0.4538525
3952,0.5800000000000001,7.3705463,5.8778577,"(56, 57)",1,0,False,0.44366536,0.18351853
3953,0.5800000000000001,3.9509838,6.69423,"(63, 64)",1,1,True,0.6288488,0.9395308
3954,0.5800000000000001,4.3663206,6.9938498,"(65, 64)",1,1,True,0.61564654,0.9326124
3955,0.5800000000000001,5.4841905,7.574457,"(66, 65)",1,1,True,0.58003384,0.88995355
3956,0.5800000000000001,5.091143,6.958808,"(67, 66)",1,1,True,0.57749677,0.8661878
3957,0.5800000000000001,8.407276,5.950813,"(71, 70)",1,0,False,0.41445717,0.07896717
3958,0.5800000000000001,6.360973,6.49591,"(72, 73)",1,1,True,0.50524765,0.5336832
3959,0.5800000000000001,5.741872,5.920016,"(75, 74)",1,1,True,0.50763786,0.5444186
3960,0.5800000000000001,7.191072,7.2997217,"(76, 77)",1,1,True,0.5037489,0.5271357
3961,0.5800000000000001,5.8446784,7.5306377,"(78, 77)",1,1,True,0.563025,0.84369206
3962,0.5800000000000001,8.069356,7.582787,"(80, 79)",1,0,False,0.4844568,0.38070217
3963,0.5800000000000001,4.219474,7.095548,"(88, 89)",1,1,True,0.627091,0.9466509
3964,0.5800000000000001,5.07013,8.335512,"(89, 90)",1,1,True,0.6217913,0.96322197
3965,0.5800000000000001,5.1246443,8.291401,"(91, 90)",1,1,True,0.61802125,0.9595639
3966,0.5800000000000001,5.392225,7.8720336,"(92, 91)",1,1,True,0.5934771,0.9227142
3967,0.5800000000000001,5.2493334,6.2350492,"(92, 93)",1,1,True,0.5429155,0.7282409
3968,0.5800000000000001,7.049873,6.0922256,"(98, 97)",1,0,False,0.46356565,0.27734947
3969,0.5800000000000001,7.188406,5.3494844,"(48, 43)",0,0,True,0.42666543,0.1371789
3970,0.5800000000000001,7.112895,6.073622,"(92, 82)",0,0,True,0.46059337,0.2612903
3971,0.5800000000000001,6.7962136,5.808954,"(28, 42)",0,0,True,0.4608391,0.27145365
3972,0.5800000000000001,7.197669,4.852798,"(95, 72)",0,0,True,0.4027062,0.08747431
3973,0.5800000000000001,6.4239635,3.865378,"(55, 85)",0,0,True,0.37566817,0.0718518
3974,0.5800000000000001,6.1840663,7.5901837,"(66, 90)",0,1,False,0.55104154,0.8031528
3975,0.5800000000000001,7.041321,3.877515,"(47, 41)",0,0,True,0.35512167,0.040550727
3976,0.5800000000000001,6.918248,3.8300009,"(51, 47)",0,0,True,0.3563372,0.043594655
3977,0.5800000000000001,8.423687,6.01356,"(40, 70)",0,0,True,0.41653094,0.08240369
3978,0.5800000000000001,7.937925,5.4620285,"(60, 40)",0,0,True,0.4076155,0.077565305
3979,0.5800000000000001,7.229539,6.185804,"(31, 12)",0,0,True,0.4610992,0.26042995
3980,0.5800000000000001,4.8271966,3.5056202,"(34, 33)",1,0,False,0.4207005,0.21055615
3981,0.5800000000000001,7.7339563,5.048963,"(68, 76)",0,0,True,0.3949773,0.0638647
3982,0.5800000000000001,8.825957,6.9520764,"(45, 76)",0,0,True,0.44061738,0.13309333
3983,0.5800000000000001,8.604491,7.1928864,"(45, 10)",0,0,True,0.45532155,0.19598103
3984,0.5800000000000001,7.8870115,5.875942,"(10, 99)",0,0,True,0.426939,0.11804562
3985,0.5800000000000001,6.652412,5.284931,"(16, 9)",0,0,True,0.4427226,0.20302719
3986,0.5800000000000001,7.8373613,5.6431584,"(80, 96)",0,0,True,0.41861582,0.10027228
3987,0.5800000000000001,9.494238,7.1940055,"(21, 80)",0,0,True,0.43108225,0.091103725
3988,0.5800000000000001,8.928965,8.919537,"(21, 11)",0,0,True,0.4997359,0.49764305
3989,0.5800000000000001,7.0862155,7.9311285,"(11, 8)",0,1,False,0.5281312,0.69949895
3990,0.5800000000000001,6.6827774,6.971001,"(58, 37)",0,1,False,0.51055473,0.5715613
3991,0.5800000000000001,7.1194706,7.385363,"(0, 61)",0,1,False,0.50916564,0.56608427
3992,0.5800000000000001,5.7343454,5.8949676,"(23, 27)",0,1,False,0.5069059,0.54006946
3993,0.5800000000000001,7.577437,5.42956,"(19, 94)",0,0,True,0.41743377,0.10452979
3994,0.5800000000000001,8.025204,5.6720524,"(57, 19)",0,0,True,0.41410133,0.086815625
3995,0.5800000000000001,7.187551,6.2092137,"(20, 59)",0,0,True,0.46348605,0.27322182
3996,0.5800000000000001,7.340109,4.482026,"(84, 50)",0,0,True,0.3791215,0.054265015
3997,0.5800000000000001,7.1739397,5.767556,"(46, 84)",0,0,True,0.4456638,0.1968051
3998,0.5800000000000001,6.6581883,6.820854,"(74, 97)",0,1,False,0.5060341,0.540577
3999,0.5800000000000001,8.157566,3.8314025,"(62, 32)",0,0,True,0.31957734,0.013045722
4000,0.5800000000000001,7.7809906,5.3511796,"(32, 18)",0,0,True,0.40748632,0.08092752
4001,0.5800000000000001,7.1017957,5.154941,"(78, 17)",0,0,True,0.42058024,0.12489674
4002,0.5800000000000001,7.0350256,3.728672,"(86, 83)",0,0,True,0.34641182,0.035353865
4003,0.5800000000000001,5.981793,6.9401364,"(7, 4)",0,1,False,0.5370821,0.72279006
4004,0.5800000000000001,8.495596,6.708889,"(71, 56)",0,0,True,0.4412441,0.14347693
4005,0.5800000000000001,9.309841,7.271403,"(2, 71)",0,0,True,0.4385318,0.11522585
4006,0.5800000000000001,9.497225,6.5328336,"(2, 30)",0,0,True,0.40753648,0.049060736
4007,0.5800000000000001,8.964636,5.6850886,"(98, 30)",0,0,True,0.388068,0.036279548
4008,0.5800000000000001,8.0922,4.082084,"(15, 81)",0,0,True,0.3353038,0.017808402
4009,0.5800000000000001,8.316623,3.681693,"(81, 26)",0,0,True,0.30685082,0.009613474
4010,0.5800000000000001,8.055926,4.9514213,"(26, 5)",0,0,True,0.3806634,0.042921808
4011,0.5800000000000001,6.6144543,4.7377963,"(5, 49)",0,0,True,0.4173442,0.1327732
4012,0.5800000000000001,7.571447,6.269271,"(22, 87)",0,0,True,0.4529585,0.21379901
4013,0.5800000000000001,7.316028,7.0005713,"(1, 79)",0,0,True,0.48898286,0.42178333
4014,0.5800000000000001,7.6596394,5.8955746,"(43, 36)",0,0,True,0.43493038,0.14628197
4015,0.6,7.2769156,6.298353,"(0, 1)",1,0,False,0.4639579,0.27317715
4016,0.6,5.756357,6.2203517,"(3, 4)",1,1,True,0.51937073,0.61396134
4017,0.6,3.8250465,6.945057,"(6, 5)",1,1,True,0.6448459,0.9577106
4018,0.6,4.4114347,7.9590297,"(6, 7)",1,1,True,0.6433897,0.9720121
4019,0.6,6.1850805,7.920838,"(8, 7)",1,1,True,0.5615259,0.85014737
4020,0.6,4.2353177,6.6902065,"(16, 17)",1,1,True,0.6123465,0.92091817
4021,0.6,3.8940861,7.16666,"(18, 19)",1,1,True,0.6479364,0.9634758
4022,0.6,5.622209,6.0946,"(19, 20)",1,1,True,0.52015865,0.6159496
4023,0.6,6.6687217,8.251393,"(21, 20)",1,1,True,0.5530382,0.8295826
4024,0.6,6.2432127,8.4039545,"(22, 21)",1,1,True,0.57375973,0.8966683
4025,0.6,7.85782,6.3130474,"(23, 24)",1,0,False,0.4454948,0.17584255
4026,0.6,6.9317493,7.18363,"(29, 30)",1,1,True,0.5089222,0.56263936
4027,0.6,5.6017046,7.1765285,"(31, 30)",1,1,True,0.5616213,0.82847023
4028,0.6,5.2639165,3.985664,"(35, 34)",1,0,False,0.43090215,0.21784781
4029,0.6,6.746612,6.462297,"(36, 37)",1,0,False,0.48923776,0.4293962
4030,0.6,6.732032,6.256613,"(44, 45)",1,0,False,0.48169866,0.38333443
4031,0.6,6.7140093,8.043243,"(46, 47)",1,1,True,0.5450367,0.79071397
4032,0.6,6.503713,7.621875,"(48, 47)",1,1,True,0.53957933,0.75364757
4033,0.6,6.614276,7.7075496,"(56, 55)",1,1,True,0.53816813,0.7489977
4034,0.6,6.913973,7.295147,"(56, 57)",1,1,True,0.513413,0.59415627
4035,0.6,8.415767,7.3080826,"(61, 60)",1,0,False,0.4647769,0.2483029
4036,0.6,9.023747,7.1781764,"(62, 61)",1,0,False,0.44304472,0.13639374
4037,0.6,4.7384233,7.004509,"(65, 64)",1,1,True,0.5964872,0.90602905
4038,0.6,5.785333,7.8581657,"(66, 65)",1,1,True,0.5759641,0.8882345
4039,0.6,6.727349,6.2150617,"(70, 69)",1,0,False,0.48020896,0.37465754
4040,0.6,5.834275,6.5790024,"(72, 71)",1,1,True,0.5299972,0.6780288
4041,0.6,5.6458817,6.2733164,"(81, 82)",1,1,True,0.52632034,0.65190756
4042,0.6,5.0085,8.04515,"(85, 86)",1,1,True,0.61631423,0.95420265
4043,0.6,6.8003445,8.57783,"(86, 87)",1,1,True,0.5577925,0.85538614
4044,0.6,7.319492,7.7139907,"(88, 87)",1,1,True,0.51312065,0.5973652
4045,0.6,5.6861925,7.6177197,"(91, 90)",1,1,True,0.57259244,0.87341833
4046,0.6,4.1720586,7.112189,"(92, 93)",1,1,True,0.63027585,0.9497949
4047,0.6,3.3131788,7.410446,"(93, 94)",1,1,True,0.69103926,0.9836536
4048,0.6,4.843496,6.6149497,"(97, 96)",1,1,True,0.57729906,0.85463834
4049,0.6,6.517239,5.4863305,"(48, 43)",0,0,True,0.45705825,0.26290798
4050,0.6,5.8639665,6.990967,"(65, 92)",0,1,False,0.54383534,0.7552849
4051,0.6,7.488917,5.344322,"(29, 75)",0,0,True,0.41644377,0.10483742
4052,0.6,7.695736,4.9499183,"(75, 41)",0,0,True,0.39143237,0.060323287
4053,0.6,7.243917,6.427372,"(51, 47)",0,0,True,0.47013652,0.30649754
4054,0.6,7.651805,5.537125,"(70, 51)",0,0,True,0.41983125,0.10767818
4055,0.6,8.222291,5.3332043,"(40, 70)",0,0,True,0.39343482,0.05269569
4056,0.6,8.177481,5.44206,"(60, 40)",0,0,True,0.39957735,0.060915336
4057,0.6,7.5362787,5.5671067,"(88, 35)",0,0,True,0.42486015,0.122477844
4058,0.6,6.373436,2.9019592,"(53, 39)",0,0,True,0.31286636,0.030134788
4059,0.6,6.8935018,5.252128,"(39, 69)",0,0,True,0.43242946,0.16227825
4060,0.6,6.569608,5.0882936,"(68, 69)",1,0,False,0.43646735,0.18522891
4061,0.6,6.2879477,4.571834,"(68, 76)",0,0,True,0.42098767,0.15237242
4062,0.6,5.7750025,4.6326504,"(45, 10)",0,0,True,0.44511962,0.24188876
4063,0.6,5.82831,4.78729,"(16, 9)",0,0,True,0.45096743,0.26095322
4064,0.6,6.396232,6.694577,"(21, 11)",0,1,False,0.51139516,0.5740379
4065,0.6,6.919413,6.3484187,"(11, 8)",0,0,True,0.478482,0.36100742
4066,0.6,8.611309,6.865721,"(61, 37)",0,0,True,0.44360715,0.14860456
4067,0.6,7.701685,6.83653,"(0, 61)",0,0,True,0.47024548,0.29626352
4068,0.6,7.2426805,5.2834983,"(89, 23)",0,0,True,0.42179647,0.123555556
4069,0.6,6.045454,5.6665583,"(57, 20)",0,0,True,0.4838245,0.4063933
4070,0.6,6.6809473,5.932169,"(20, 59)",0,0,True,0.47031748,0.32108754
4071,0.6,6.0630374,5.1817446,"(91, 63)",0,0,True,0.46081322,0.29290998
4072,0.6,7.185918,4.5934205,"(67, 54)",0,0,True,0.38995576,0.069622844
4073,0.6,6.006103,5.129781,"(84, 50)",0,0,True,0.46065322,0.29394045
4074,0.6,6.631603,6.0078917,"(46, 84)",0,0,True,0.4753269,0.34893787
4075,0.6,6.792665,6.6215773,"(74, 97)",0,0,True,0.49362287,0.45733207
4076,0.6,8.724506,5.9525394,"(24, 74)",0,0,True,0.40556797,0.058857955
4077,0.6,9.061643,6.886704,"(62, 24)",0,0,True,0.43181303,0.10202368
4078,0.6,7.4945884,5.435195,"(62, 32)",0,0,True,0.42036244,0.11310667
4079,0.6,5.971486,6.2705607,"(86, 83)",0,1,False,0.5122151,0.5742163
4080,0.6,6.230367,7.576276,"(7, 4)",0,1,False,0.54874134,0.7934599
4081,0.6,7.547099,8.251685,"(4, 56)",0,1,False,0.52229875,0.66920376
4082,0.6,7.3226976,7.3006024,"(71, 56)",0,0,True,0.49924454,0.49447644
4083,0.6,6.5764093,6.4821596,"(2, 30)",0,0,True,0.49639127,0.47645497
4084,0.6,6.8345757,4.955539,"(81, 26)",0,0,True,0.42031306,0.13249959
4085,0.6,7.222634,6.5303187,"(14, 87)",0,0,True,0.4748303,0.33351824
4086,0.6,6.4169836,5.537509,"(1, 79)",0,0,True,0.4632157,0.29328665
4087,0.6,7.3966513,5.247729,"(43, 36)",0,0,True,0.4150246,0.10443196
4088,0.62,3.912617,6.954001,"(0, 1)",1,1,True,0.63994163,0.9544091
4089,0.62,5.5420103,6.635227,"(6, 5)",1,1,True,0.5448877,0.748987
4090,0.62,6.172109,7.065445,"(13, 14)",1,1,True,0.5337425,0.7095781
4091,0.62,6.852731,7.95719,"(16, 15)",1,1,True,0.53728783,0.75109464
4092,0.62,6.644829,7.6851087,"(16, 17)",1,1,True,0.53629744,0.738904
4093,0.62,6.916846,5.4548965,"(18, 17)",1,0,False,0.44091576,0.18816936
4094,0.62,5.813647,5.2851205,"(19, 20)",1,0,False,0.47618988,0.37086064
4095,0.62,6.143265,7.0908904,"(21, 20)",1,1,True,0.53580225,0.7206374
4096,0.62,4.7394395,7.266015,"(23, 22)",1,1,True,0.60522616,0.925984
4097,0.62,6.320665,7.295432,"(23, 24)",1,1,True,0.5357947,0.7260687
4098,0.62,5.974269,6.7183266,"(25, 26)",1,1,True,0.5293107,0.6778825
4099,0.62,5.667556,6.894108,"(29, 28)",1,1,True,0.5488212,0.7732146
4100,0.62,7.0815434,7.966043,"(29, 30)",1,1,True,0.5293901,0.7077538
4101,0.62,6.5310493,7.499308,"(31, 30)",1,1,True,0.53450584,0.7247723
4102,0.62,6.5633063,7.2592487,"(32, 33)",1,1,True,0.52517414,0.6672875
4103,0.62,5.8096385,6.208008,"(34, 33)",1,1,True,0.5165744,0.59829587
4104,0.62,5.887229,5.7589955,"(35, 34)",1,0,False,0.49449462,0.4679855
4105,0.62,6.181405,8.254278,"(36, 35)",1,1,True,0.5717969,0.8882385
