,N,p1,p2,theta,intercept,coefs,accuracy,auroc,aupr,process_time,wall_time,size_G,size_H,avg_G,avg_H,avg_R_G,avg_R_H
150,1000,0.021544346900318822,0.00046415888336127773,,,,,,,,,,,,,,
151,1000,0.021544346900318822,0.00046415888336127773,0.225,0.0,12.641491250806936,0.9811882366948447,0.527185294038385,0.9831900720265665,0.05898072099989804,0.058981895446777344,10668.0,196.0,21.336,0.392,21.642,16.884
152,1000,0.021544346900318822,0.00046415888336127773,0.45,0.0,7.481816009882189,0.9818333333333333,0.5737480124400617,0.9859263808833432,0.05500741600008041,0.055008649826049805,10668.0,196.0,21.336,0.392,21.554,12.174
153,1000,0.021544346900318822,0.00046415888336127773,0.675,0.0,5.094655697535571,0.9801587301587301,0.4936875154920268,0.9805730228748778,0.05276988400055416,0.052770376205444336,10668.0,196.0,21.336,0.392,21.476,7.308
154,1000,0.021544346900318822,0.00046415888336127773,0.9,0.0,4.1485486796677495,0.9760809567617296,0.5132675995069964,0.9785195065406307,0.049483611999676214,0.0494842529296875,10668.0,196.0,21.336,0.392,21.388,2.514
155,1000,0.021544346900318822,0.001,,,,,,,,,,,,,,
156,1000,0.021544346900318822,0.001,0.225,0.0,12.046389688207933,0.9579280705722687,0.48749047268591417,0.9559191968733683,0.09429137600000104,0.09429216384887695,10810.0,470.0,21.62,0.94,22.358,17.886
157,1000,0.021544346900318822,0.001,0.45,0.0,6.25532790145962,0.9583866837387964,0.49721622732644777,0.9587481861243002,0.05614744600006816,0.05614805221557617,10810.0,470.0,21.62,0.94,22.14,12.916
158,1000,0.021544346900318822,0.001,0.675,0.0,4.160838215970953,0.9559021242269428,0.5328342080889164,0.9589657572689947,0.054985955999654834,0.05498623847961426,10810.0,470.0,21.62,0.94,21.948,8.05
159,1000,0.021544346900318822,0.001,0.9,0.0,3.2965305762109636,0.9533394327538883,0.5060686462684882,0.9525890250611497,0.054655347999869264,0.05465579032897949,10810.0,470.0,21.62,0.94,21.722,3.024
160,1000,0.021544346900318822,0.002154434690031882,,,,,,,,,,,,,,
161,1000,0.021544346900318822,0.002154434690031882,0.225,0.0,10.188835304040081,0.9050936003482803,0.5025298098636812,0.9048968904110937,0.06140716699974291,0.061408281326293945,10733.0,1094.0,21.466,2.188,23.18,18.85
162,1000,0.021544346900318822,0.002154434690031882,0.45,0.0,5.07605913001165,0.9041138745502894,0.4923546628132109,0.9017749359144818,0.059807257000102254,0.059807777404785156,10733.0,1094.0,21.466,2.188,22.692,13.748
163,1000,0.021544346900318822,0.002154434690031882,0.675,0.0,3.31412529238773,0.9070300560366785,0.4682896523602343,0.8941114746265164,0.05835142599971732,0.05835223197937012,10733.0,1094.0,21.466,2.188,22.196,9.31
164,1000,0.021544346900318822,0.002154434690031882,0.9,0.0,2.5028641906542433,0.9211864406779661,0.4685184635625328,0.9221781897235357,0.06281830300031288,0.0628194808959961,10733.0,1094.0,21.466,2.188,21.652,4.362
165,1000,0.021544346900318822,0.004641588833612777,,,,,,,,,,,,,,
166,1000,0.021544346900318822,0.004641588833612777,0.225,0.0,9.578110255011095,0.8086147821830642,0.48090252085548135,0.8133738011008669,0.06954928400045901,0.0695505142211914,10700.0,2371.0,21.4,4.742,25.046,21.526
167,1000,0.021544346900318822,0.004641588833612777,0.45,0.0,4.453144122235055,0.8128044537230341,0.5018495462086563,0.8159296737990027,0.06631219400060218,0.06631255149841309,10700.0,2371.0,21.4,4.742,24.088,16.424
168,1000,0.021544346900318822,0.004641588833612777,0.675,0.0,2.7149038807450805,0.812105632157046,0.514778979001357,0.8227979655815665,0.09762545800003863,0.0976264476776123,10700.0,2371.0,21.4,4.742,23.006,11.694
169,1000,0.021544346900318822,0.004641588833612777,0.9,0.0,1.947768011062535,0.8022727272727272,0.4906204436340218,0.7966573524463301,0.06832070699965698,0.06832170486450195,10700.0,2371.0,21.4,4.742,21.922,6.86
170,1000,0.021544346900318822,0.01,,,,,,,,,,,,,,
171,1000,0.021544346900318822,0.01,0.225,0.0,9.253210619524395,0.6556704414902347,0.4957492254839388,0.6882981300651905,0.08256813600019086,0.08256912231445312,10791.0,4869.0,21.582,9.738,29.142,26.55
172,1000,0.021544346900318822,0.01,0.45,0.0,4.231370054157235,0.6824661026770193,0.5095639476697952,0.6977899663469118,0.0769888169998012,0.07698917388916016,10791.0,4869.0,21.582,9.738,26.914,21.664
173,1000,0.021544346900318822,0.01,0.675,0.0,2.4979693568209687,0.6827146171693735,0.4927883585261652,0.6798931697195066,0.07771507500001462,0.07771611213684082,10791.0,4869.0,21.582,9.738,24.832,16.832
174,1000,0.021544346900318822,0.01,0.9,0.0,1.6002015516844086,0.6731129132875858,0.5155111305448314,0.6867953180803659,0.09914107899930968,0.09914207458496094,10791.0,4869.0,21.582,9.738,22.62,11.906
175,1000,0.021544346900318822,0.021544346900318822,,,,,,,,,,,,,,
176,1000,0.021544346900318822,0.021544346900318822,0.225,0.0,11.643169487742982,0.49699128085472183,0.4969570568309034,0.5004482246969496,0.11226666099992144,0.11226797103881836,10547.0,10519.0,21.094,21.038,37.338,37.366
177,1000,0.021544346900318822,0.021544346900318822,0.45,0.0,6.4221070062872085,0.49336801040312095,0.4944624895313477,0.4954031171298705,0.10667452699999558,0.10667538642883301,10547.0,10519.0,21.094,21.038,32.672,32.53
178,1000,0.021544346900318822,0.021544346900318822,0.675,0.0,3.9066064667124913,0.4991927198003816,0.49744588958721625,0.5050786931961638,0.10654025799976807,0.10654163360595703,10547.0,10519.0,21.094,21.038,27.912,27.846
179,1000,0.021544346900318822,0.021544346900318822,0.9,0.0,2.5495782714644,0.4793119479311948,0.48487288816959995,0.4972415428843468,0.15778933000001416,0.1577911376953125,10547.0,10519.0,21.094,21.038,23.242,23.192
180,1000,0.046415888336127774,0.0001,,,,,,,,,,,,,,
181,1000,0.046415888336127774,0.0001,0.225,0.0,16.548233965721145,0.9980994969256568,0.5036204670040059,0.9981916010976344,0.12843008100026054,0.128432035446167,23051.0,43.0,46.102,0.086,46.17,35.798
182,1000,0.046415888336127774,0.0001,0.45,0.0,10.358945980256545,0.9983400521697889,0.5560287297816988,0.9986665837236792,0.16445194999960222,0.16445302963256836,23051.0,43.0,46.102,0.086,46.144,25.346
183,1000,0.046415888336127774,0.0001,0.675,0.0,7.244465738002635,0.9990604026845638,0.5049135333294947,0.9983924158962643,0.16939997999998013,0.1694014072418213,23051.0,43.0,46.102,0.086,46.116,14.972
184,1000,0.046415888336127774,0.0001,0.9,0.0,6.258656444532944,0.9982832618025751,0.2649398108340499,0.9973305681849838,0.16469151900037104,0.16469264030456543,23051.0,43.0,46.102,0.086,46.11,4.738
185,1000,0.046415888336127774,0.00021544346900318845,,,,,,,,,,,,,,
186,1000,0.046415888336127774,0.00021544346900318845,0.225,0.0,16.073133348340455,0.9960603706580846,0.49576350644673567,0.996024809422319,0.13277131299946632,0.13277292251586914,23271.0,93.0,46.542,0.186,46.684,36.088
187,1000,0.046415888336127774,0.00021544346900318845,0.45,0.0,9.863519697425902,0.995575221238938,0.5703977292158271,0.9958671014187376,0.19565191299989237,0.19565391540527344,23271.0,93.0,46.542,0.186,46.656,25.836
188,1000,0.046415888336127774,0.00021544346900318845,0.675,0.0,6.7832168285354735,0.9958317050931353,0.4902264551994767,0.995113945500687,0.20776558200032014,0.20776724815368652,23271.0,93.0,46.542,0.186,46.606,15.476
189,1000,0.046415888336127774,0.00021544346900318845,0.9,0.0,5.589564329139083,0.9958228905597326,0.5389261744966444,0.9965644798481277,0.171352387999832,0.17135310173034668,23271.0,93.0,46.542,0.186,46.562,4.954
190,1000,0.046415888336127774,0.00046415888336127773,,,,,,,,,,,,,,
191,1000,0.046415888336127774,0.00046415888336127773,0.225,0.0,15.059233504795877,0.9904604356217259,0.49559538988217255,0.9903960067268223,0.15648878999945737,0.15649008750915527,23202.0,233.0,46.404,0.466,46.75,36.39
192,1000,0.046415888336127774,0.00046415888336127773,0.45,0.0,8.329850266593068,0.9903718199608611,0.45621470560263616,0.9898185326669652,0.16161773500061827,0.16161870956420898,23202.0,233.0,46.404,0.466,46.65,25.77
193,1000,0.046415888336127774,0.00046415888336127773,0.675,0.0,5.690626554519905,0.9901804670912951,0.5386390142487704,0.9917714151172699,0.16585773199949472,0.16585898399353027,23202.0,233.0,46.404,0.466,46.552,15.39
194,1000,0.046415888336127774,0.00046415888336127773,0.9,0.0,4.67299637833534,0.9923076923076923,0.46822662455737396,0.9917701638909966,0.1919937860002392,0.19199466705322266,23202.0,233.0,46.404,0.466,46.44,5.11
195,1000,0.046415888336127774,0.001,,,,,,,,,,,,,,
196,1000,0.046415888336127774,0.001,0.225,0.0,14.105784256021005,0.9791135734072022,0.4756173941547305,0.9779019618016274,0.139539822000188,0.1395406723022461,22875.0,479.0,45.75,0.958,46.504,36.304
197,1000,0.046415888336127774,0.001,0.45,0.0,7.378973517493323,0.9794525858726836,0.4809368539916594,0.9783839725577299,0.1459044270004597,0.1459057331085205,22875.0,479.0,45.75,0.958,46.28,26.222
198,1000,0.046415888336127774,0.001,0.675,0.0,4.8893495509956635,0.9792828685258964,0.5185118538454584,0.9790912146523356,0.14888300400070875,0.14888405799865723,22875.0,479.0,45.75,0.958,46.062,15.706
199,1000,0.046415888336127774,0.001,0.9,0.0,3.956233544709347,0.9835426591598094,0.3958145032329834,0.9792488880378658,0.14147811500060925,0.1414794921875,22875.0,479.0,45.75,0.958,45.826,5.5
200,1000,0.046415888336127774,0.002154434690031882,,,,,,,,,,,,,,
201,1000,0.046415888336127774,0.002154434690031882,0.225,0.0,12.703761783156963,0.9571835834543596,0.5083372044261769,0.9574049581721229,0.12468672300019534,0.12468814849853516,22943.0,1023.0,45.886,2.046,47.478,37.636
202,1000,0.046415888336127774,0.002154434690031882,0.45,0.0,6.2691410993920975,0.957091956637101,0.5061407130112304,0.9575509238046747,0.13324688099964987,0.13324785232543945,22943.0,1023.0,45.886,2.046,47.018,27.296
203,1000,0.046415888336127774,0.002154434690031882,0.675,0.0,4.0778932930221785,0.9566787003610109,0.5121347949557181,0.9578484745772549,0.17486163600005966,0.17486262321472168,22943.0,1023.0,45.886,2.046,46.558,16.886
204,1000,0.046415888336127774,0.002154434690031882,0.9,0.0,3.237223324864626,0.9615713065755764,0.5391898559305309,0.968847485931366,0.15332305199990515,0.15332388877868652,22943.0,1023.0,45.886,2.046,46.066,6.55
205,1000,0.046415888336127774,0.004641588833612777,,,,,,,,,,,,,,
206,1000,0.046415888336127774,0.004641588833612777,0.225,0.0,10.798871311574052,0.9114601927882899,0.49826811813387645,0.9120200622224439,0.13443965100032074,0.13444066047668457,22987.0,2244.0,45.974,4.488,49.446,40.23
207,1000,0.046415888336127774,0.004641588833612777,0.45,0.0,5.231132976643881,0.9092406876790831,0.49768303518380236,0.9086652577056934,0.13668523700016522,0.1366863250732422,22987.0,2244.0,45.974,4.488,48.508,29.874
208,1000,0.046415888336127774,0.004641588833612777,0.675,0.0,3.278229533811996,0.9109656705359348,0.4832034078254619,0.9098238759270871,0.16039110100064136,0.16039252281188965,22987.0,2244.0,45.974,4.488,47.416,19.242
209,1000,0.046415888336127774,0.004641588833612777,0.9,0.0,2.53786717422211,0.9144042232277526,0.5252027794177755,0.9210911764379797,0.1560643960001471,0.1560654640197754,22987.0,2244.0,45.974,4.488,46.428,9.338
210,1000,0.046415888336127774,0.01,,,,,,,,,,,,,,
211,1000,0.046415888336127774,0.01,0.225,0.0,9.317043395123912,0.8248110889620324,0.5078444190982387,0.8294460255456375,0.14771781699982967,0.1477189064025879,23170.0,4889.0,46.34,9.778,53.876,45.384
212,1000,0.046415888336127774,0.01,0.45,0.0,4.288860554411093,0.8237608182533438,0.5020593223410424,0.8242513328888513,0.17035070699967036,0.17035222053527832,23170.0,4889.0,46.34,9.778,51.716,34.906
213,1000,0.046415888336127774,0.01,0.675,0.0,2.675764531353596,0.8322774616127994,0.5140694331952707,0.8392628318650854,0.17636851200040837,0.17636966705322266,23170.0,4889.0,46.34,9.778,49.464,25.28
214,1000,0.046415888336127774,0.01,0.9,0.0,1.9239743335934214,0.8149841716496659,0.4940877560632193,0.8103180105470733,0.16151422200073284,0.1615149974822998,23170.0,4889.0,46.34,9.778,47.392,14.412
215,1000,0.046415888336127774,0.021544346900318822,,,,,,,,,,,,,,
216,1000,0.046415888336127774,0.021544346900318822,0.225,0.0,8.938987113409619,0.6810707605985037,0.5029252661516584,0.690295238021611,0.17217110700039484,0.17217254638671875,22761.0,10306.0,45.522,20.612,61.57,55.892
217,1000,0.046415888336127774,0.021544346900318822,0.45,0.0,3.955661709542451,0.6855758109819904,0.5013374805235029,0.6875509090264342,0.18883489200015902,0.18883609771728516,22761.0,10306.0,45.522,20.612,56.914,45.534
218,1000,0.046415888336127774,0.021544346900318822,0.675,0.0,2.271469196689354,0.6844028103044496,0.49469285498124327,0.6790590202509377,0.19321180299994012,0.19321322441101074,22761.0,10306.0,45.522,20.612,52.262,35.222
219,1000,0.046415888336127774,0.021544346900318822,0.9,0.0,1.4990298081229765,0.677797833935018,0.511745932283255,0.6883226582878625,0.18952779699975508,0.1895287036895752,22761.0,10306.0,45.522,20.612,47.664,25.118
220,1000,0.046415888336127774,0.046415888336127774,,,,,,,,,,,,,,
221,1000,0.046415888336127774,0.046415888336127774,0.225,0.0,12.135381206015449,0.49955000725794746,0.501126940322375,0.5016434584781678,0.2365956739995454,0.23659682273864746,22140.0,22198.0,44.28,44.396,78.616,78.95
222,1000,0.046415888336127774,0.046415888336127774,0.45,0.0,6.43954391299377,0.5012576800956662,0.5034200113523464,0.4998566649955537,0.246662309000385,0.24666404724121094,22140.0,22198.0,44.28,44.396,68.688,68.49
223,1000,0.046415888336127774,0.046415888336127774,0.675,0.0,3.8892444132662822,0.5006563039723662,0.5018394485645511,0.4888864911513387,0.25375064600029873,0.2537519931793213,22140.0,22198.0,44.28,44.396,59.01,58.616
224,1000,0.046415888336127774,0.046415888336127774,0.9,0.0,2.439648221489399,0.5043889264010804,0.5026137564978947,0.49407995404118626,0.24670535800032667,0.24670648574829102,22140.0,22198.0,44.28,44.396,48.834,48.728
225,1000,0.1,0.0001,,,,,,,,,,,,,,
226,1000,0.1,0.0001,0.225,0.0,19.429976550876482,0.9988552994432592,0.5009696117291054,0.9987550932749765,0.29719394800031296,0.2971956729888916,49584.0,51.0,99.168,0.102,99.256,76.89
227,1000,0.1,0.0001,0.45,0.0,11.611103043730676,0.9990500548045305,0.5124179963541433,0.9990878162077066,0.29817745799937256,0.29817867279052734,49584.0,51.0,99.168,0.102,99.22,54.79
228,1000,0.1,0.0001,0.675,0.0,8.307037627043906,0.9986818980667839,0.40184688041516653,0.998417647972474,0.298123325999768,0.2981245517730713,49584.0,51.0,99.168,0.102,99.21,31.924
229,1000,0.1,0.0001,0.9,0.0,6.894288471229911,0.9987900786448881,0.43779864055454604,0.9982817971420124,0.2807027089993426,0.2807042598724365,49584.0,51.0,99.168,0.102,99.18,10.008
230,1000,0.1,0.00021544346900318845,,,,,,,,,,,,,,
231,1000,0.1,0.00021544346900318845,0.225,0.0,18.96515401270163,0.9980883492637561,0.5116594102125731,0.998281724901892,0.2959293960002469,0.295931339263916,49974.0,93.0,99.948,0.186,100.096,77.458
232,1000,0.1,0.00021544346900318845,0.45,0.0,11.23885597363409,0.9978910624681842,0.4962874241716046,0.9980675023169839,0.30075566499999695,0.30075716972351074,49974.0,93.0,99.948,0.186,100.064,55.074
233,1000,0.1,0.00021544346900318845,0.675,0.0,7.544615677857766,0.9983155530600786,0.46133585153707635,0.9983347083345359,0.29957478899996204,0.2995760440826416,49974.0,93.0,99.948,0.186,100.002,32.19
234,1000,0.1,0.00021544346900318845,0.9,0.0,6.3298574906013725,0.9984031936127744,0.6135295881647341,0.9988321862715599,0.3118985410001187,0.31189990043640137,49974.0,93.0,99.948,0.186,99.964,10.19
235,1000,0.1,0.00046415888336127773,,,,,,,,,,,,,,
236,1000,0.1,0.00046415888336127773,0.225,0.0,18.186563071491918,0.9957572640781692,0.48484019015200425,0.9954621564252935,0.3022215760001927,0.30222296714782715,49770.0,217.0,99.54,0.434,99.87,77.884
237,1000,0.1,0.00046415888336127773,0.45,0.0,10.017187294401003,0.9957508102268635,0.4820459242841416,0.995441004721905,0.303702623999925,0.30370402336120605,49770.0,217.0,99.54,0.434,99.776,55.738
238,1000,0.1,0.00046415888336127773,0.675,0.0,6.686036443271684,0.9961986363362095,0.472555834366858,0.9961497631795693,0.36929717699968023,0.36929845809936523,49770.0,217.0,99.54,0.434,99.666,33.454
239,1000,0.1,0.00046415888336127773,0.9,0.0,5.5185978205995685,0.9959587795514245,0.4566798539257455,0.9958783984277387,0.2753385629994227,0.27534031867980957,49770.0,217.0,99.54,0.434,99.58,10.292
240,1000,0.1,0.001,,,,,,,,,,,,,,
241,1000,0.1,0.001,0.225,0.0,17.05794733257112,0.9902272610680757,0.5179173206250397,0.9904346334288224,0.3028028520002408,0.30280399322509766,49855.0,479.0,99.71,0.958,100.472,78.168
242,1000,0.1,0.001,0.45,0.0,8.75116741999735,0.9904295891199539,0.48441429696735294,0.9904081929854106,0.3093384869998772,0.3093397617340088,49855.0,479.0,99.71,0.958,100.242,56.014
243,1000,0.1,0.001,0.675,0.0,5.707654462391322,0.9917907247442259,0.506225896891477,0.9920964191588113,0.30037145699952816,0.3003723621368408,49855.0,479.0,99.71,0.958,99.978,33.336
244,1000,0.1,0.001,0.9,0.0,4.740143376242618,0.991177060356928,0.5415187685064278,0.9927111102333295,0.26533374300015566,0.2653348445892334,49855.0,479.0,99.71,0.958,99.798,10.844
245,1000,0.1,0.002154434690031882,,,,,,,,,,,,,,
246,1000,0.1,0.002154434690031882,0.225,0.0,15.15753638602904,0.9802950661486504,0.5113465818887303,0.9808920646863496,0.303170298000623,0.30317234992980957,49863.0,996.0,99.726,1.992,101.278,79.202
247,1000,0.1,0.002154434690031882,0.45,0.0,7.577392653950705,0.9799771575415804,0.4918186122432763,0.979553712230814,0.3102064389995576,0.3102080821990967,49863.0,996.0,99.726,1.992,100.848,56.906
248,1000,0.1,0.002154434690031882,0.675,0.0,4.928426394266151,0.9808754781130472,0.4863666552698491,0.9802857214075077,0.3173599190004097,0.31736111640930176,49863.0,996.0,99.726,1.992,100.356,34.304
249,1000,0.1,0.002154434690031882,0.9,0.0,4.040061339966006,0.9780478243825951,0.515229566275408,0.9778578615305744,0.30390031300066767,0.30390119552612305,49863.0,996.0,99.726,1.992,99.95,11.972
250,1000,0.1,0.004641588833612777,,,,,,,,,,,,,,
251,1000,0.1,0.004641588833612777,0.225,0.0,13.381041943031294,0.9610149430389111,0.48827286209092063,0.9599686175319735,0.31006763000004867,0.310070276260376,50277.0,2034.0,100.554,4.068,103.716,82.014
252,1000,0.1,0.004641588833612777,0.45,0.0,6.302544374165473,0.9618504790544793,0.5000025491386461,0.9626312625803215,0.31907111700002133,0.3190727233886719,50277.0,2034.0,100.554,4.068,102.736,59.082
253,1000,0.1,0.004641588833612777,0.675,0.0,4.163347596801309,0.9617193931553569,0.49412981275191714,0.9620501736444642,0.2988347660002546,0.29883623123168945,50277.0,2034.0,100.554,4.068,101.856,36.778
254,1000,0.1,0.004641588833612777,0.9,0.0,3.33777475200981,0.9619988599657989,0.4661060635986569,0.9550463554983035,0.299090182999862,0.2990913391113281,50277.0,2034.0,100.554,4.068,100.954,14.194
255,1000,0.1,0.01,,,,,,,,,,,,,,
256,1000,0.1,0.01,0.225,0.0,11.160995701158315,0.9178498252380378,0.5036965804773401,0.9183905665267755,0.30936488599945733,0.30936622619628906,49037.0,4446.0,98.074,8.892,104.89,85.046
257,1000,0.1,0.01,0.45,0.0,5.247614955196938,0.9174739131912579,0.4887418032779381,0.9144258606704547,0.32005548599954636,0.320056676864624,49037.0,4446.0,98.074,8.892,102.93,62.878
258,1000,0.1,0.01,0.675,0.0,3.350133533829724,0.9173250887438452,0.5148894560146005,0.9199072133249568,0.3369621340007143,0.3369636535644531,49037.0,4446.0,98.074,8.892,100.962,40.936
259,1000,0.1,0.01,0.9,0.0,2.58876443510578,0.916759568933482,0.49245192794892584,0.9166846907435671,0.32223434100160375,0.3222360610961914,49037.0,4446.0,98.074,8.892,98.97,18.76
260,1000,0.1,0.021544346900318822,,,,,,,,,,,,,,
261,1000,0.1,0.021544346900318822,0.225,0.0,9.54082387228507,0.8334430690896322,0.49451059540024106,0.8323981654997965,0.4410977470015496,0.4410996437072754,48985.0,9811.0,97.97,19.622,113.148,95.572
262,1000,0.1,0.021544346900318822,0.45,0.0,4.287400823793928,0.8326357218716811,0.4982031306363531,0.8325029100058123,0.37057656700017105,0.3705778121948242,48985.0,9811.0,97.97,19.622,108.686,72.934
263,1000,0.1,0.021544346900318822,0.675,0.0,2.659181495233207,0.8328860826098395,0.5015807222912765,0.8314354890615194,0.3598384309989342,0.35984015464782715,48985.0,9811.0,97.97,19.622,104.322,51.28
264,1000,0.1,0.021544346900318822,0.9,0.0,1.9272922211025327,0.8390510325994197,0.4893535899398333,0.8329946284033715,0.3265743289994134,0.32657599449157715,48985.0,9811.0,97.97,19.622,99.856,29.454
265,1000,0.1,0.046415888336127774,,,,,,,,,,,,,,
266,1000,0.1,0.046415888336127774,0.225,0.0,8.661893620145607,0.6971725353433083,0.5023231246965981,0.6983495093725779,0.4901552020000963,0.4901571273803711,47952.0,20896.0,95.904,41.792,128.176,116.188
267,1000,0.1,0.046415888336127774,0.45,0.0,3.8359007076379874,0.6971845837507249,0.5029623726412634,0.6988965168876538,0.438770647999263,0.43877220153808594,47952.0,20896.0,95.904,41.792,118.878,94.686
268,1000,0.1,0.046415888336127774,0.675,0.0,2.2375369564433822,0.6988427260231455,0.5020468018335429,0.7021044891483581,0.4672956599988538,0.4672973155975342,47952.0,20896.0,95.904,41.792,109.488,73.314
269,1000,0.1,0.046415888336127774,0.9,0.0,1.4626954023718783,0.695844385499558,0.5046685849511933,0.6959510167935885,0.4883976180008176,0.4883992671966553,47952.0,20896.0,95.904,41.792,100.032,51.236
270,1000,0.1,0.1,,,,,,,,,,,,,,
271,1000,0.1,0.1,0.225,0.0,12.519946778748663,0.4958426950212516,0.49648987823171475,0.4971283650874341,0.6902916179988097,0.6902947425842285,45047.0,45236.0,90.094,90.472,160.166,160.154
272,1000,0.1,0.1,0.45,0.0,6.570149388460456,0.49808629789291325,0.5006341227683047,0.49825677341210967,0.6387453789993742,0.6387465000152588,45047.0,45236.0,90.094,90.472,139.8,140.05
273,1000,0.1,0.1,0.675,0.0,3.8701711832004526,0.500851266684827,0.4981424111733657,0.4998347173860717,0.5182315860001836,0.5182328224182129,45047.0,45236.0,90.094,90.472,119.348,119.954
274,1000,0.1,0.1,0.9,0.0,2.454811365833454,0.5005458515283843,0.5018458246426779,0.5001408646494345,0.5096078490005311,0.5096089839935303,45047.0,45236.0,90.094,90.472,99.17,99.716
