,walk_length,edge,correct,layer,distance,ground_truth_aprx,likelihood_metric,score
317,6,"(2, 1)",True,d_G,1.5825241,1,inverse,0.5896395
318,6,"(3, 2)",True,d_G,1.7859471,1,inverse,0.553835
319,6,"(3, 4)",True,d_G,1.3890446,1,inverse,0.6073229
320,6,"(4, 5)",True,d_G,2.106388,1,inverse,0.50290245
321,6,"(7, 6)",True,d_G,1.4145172,1,inverse,0.61425674
322,6,"(8, 7)",True,d_G,1.5210346,1,inverse,0.60465974
323,6,"(9, 8)",True,d_G,1.8453745,1,inverse,0.5532769
324,6,"(11, 12)",True,d_G,1.6729115,1,inverse,0.5237258
325,6,"(15, 14)",False,d_G,2.1402202,1,inverse,0.4833869
326,6,"(16, 15)",True,d_G,1.8515539,1,inverse,0.53626275
327,6,"(18, 19)",True,d_G,1.0598748,1,inverse,0.62730527
328,6,"(21, 20)",True,d_G,1.5754619,1,inverse,0.54797506
329,6,"(23, 24)",False,d_G,2.1901698,1,inverse,0.4821168
330,6,"(25, 26)",True,d_G,1.6515158,1,inverse,0.53153807
331,6,"(27, 26)",True,d_G,1.9411796,1,inverse,0.52746314
332,6,"(28, 27)",True,d_G,1.5068575,1,inverse,0.5724094
333,6,"(31, 30)",False,d_G,2.0213156,1,inverse,0.4111747
334,6,"(33, 32)",True,d_G,1.8735052,1,inverse,0.52413356
335,6,"(34, 33)",True,d_G,1.4199681,1,inverse,0.64568806
336,6,"(35, 34)",True,d_G,1.5124696,1,inverse,0.6193597
337,6,"(35, 36)",True,d_G,1.8201705,1,inverse,0.54734373
338,6,"(42, 43)",True,d_G,1.8602101,1,inverse,0.52650964
339,6,"(43, 44)",True,d_G,1.6699997,1,inverse,0.5565224
340,6,"(45, 44)",True,d_G,1.8989329,1,inverse,0.5652007
341,6,"(46, 45)",True,d_G,1.9503293,1,inverse,0.5545147
342,6,"(46, 47)",True,d_G,1.6064131,1,inverse,0.57006526
343,6,"(49, 50)",True,d_G,1.358125,1,inverse,0.528463
344,6,"(50, 51)",True,d_G,1.5599744,1,inverse,0.5581604
345,6,"(52, 51)",False,d_G,2.1212735,1,inverse,0.46179554
346,6,"(53, 54)",False,d_G,2.3487546,1,inverse,0.43577507
